cnpj;identificador_matriz_filial;razao_social;nome_fantasia;situacao;situacao_desc;data_situacao;motivo_situacao;motivo_situacao_desc;natureza_juridica;nat_jur_desc;data_inicio;ano_inicio;cnae_subclasse;subclasse_desc;cnae_classe;classe_desc;cnae_grupo;grupo_desc;cnae_divisao;divisao_desc;endereco_completo;tipo_logradouro;endereco;numero;complemento;bairro;cep;codemun;municipio;geocod_ibge_2018;nome_munic_ibge;uf;cidade_exterior;cod_pais;nome_pais;ddd1;telefone1;ddd2;telefone2;nu_ddd_fax;nu_fax;email;qualificacao;capital_social;porte_empresa;opcao_simples;data_opcao_simples;data_exclusao_simples;opcao_mei;situacao_especial;data_situacao_especial;ind_osc;id_mapa;certificado_OSCIP;macro_area_atuacao;micro_area_atuacao;n_vinc_ativos;n_vinc_def;empenhado;pago;empenhado_def;pago_def;cnae_secundaria;cnae2_classe;cnae2_classe_desc;PrecisionDepth;MatchedAddress;Longitude;Latitude
00018978000180;Matriz;IATE CLUBE DE BRASILIA;;2;;2004-08-28;00;;3999;Associação Privada;1966-09-05;1966;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER; SCEN TRECHO 02 CONJ 04 SN;;SCEN TRECHO 02 CONJ 04;SN;;ASA NORTE;70800120;9701;BRASILIA;;;DF;;;;061;3298713;;;061;3216717;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;496;13;;;;;;;;3 Estrelas;SCEN TRECHO 2, ASA NORTE, BRASILIA, DF, 70800120;-47,8595879979996;-15,7845596469996
00027714000193;Matriz;CLUBE DE MAES DE PETROLINA DE GOIAS;;2;;2005-10-22;00;;3999;Associação Privada;1982-12-09;1982;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA VITOR PIMENTA SN;AVENIDA;VITOR PIMENTA;SN;;JARDIM ESMERALDAS;75480000;9531;PETROLINA DE GOIAS;;;GO;;;;62;33346123;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;3 Estrelas;RUA VITOR PIMENTA, PETROLINA DE GOIAS, GO;-49,3371080089996;-16,1032025549996
00027748000188;Matriz;ASSOCIACAO ESPORTIVA JARAGUENSE;;2;;2005-11-03;00;;3999;Associação Privada;1983-03-17;1983;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;AVENIDA CEL TUBERTINO RIOS 11;AVENIDA;CEL TUBERTINO RIOS;11;;CENTRO;76330000;9431;JARAGUA;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;4 Estrelas;AVENIDA CORONEL TUBERTINO RIOS 11, CENTRO, JARAGUA, GO, 76330000;-49,3305686539996;-15,7493195399996
00027771000172;Matriz;CENTRO ESPIRITA ADOLFO BEZERRA DE MENEZES;;2;;2019-04-18;00;;3999;Associação Privada;1983-04-26;1983;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA 22 S/N;RUA;22;S/N;QD 24 LT 1;SETOR AEROPORTO;75650000;9473;MORRINHOS;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;AVENIDA ROMA 22, MORRINHOS, GO, 75650000;-49,1068756719996;-17,7186394519996
00027813000175;Matriz;LOJA SIMBOLICA ESPERANCA UNIVERSAL N 105;;2;;2018-11-27;00;;3999;Associação Privada;1983-06-01;1983;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA TIETE 1.208;RUA;TIETE;1.208;;CENTRO;75600000;9379;GOIATUBA;;;GO;;;;062;4253187;;;062;4253187;;10;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA TIETE 1208, GOIATUBA, GO, 75600000;-49,3658796569996;-18,0049933879996
00027888000156;Matriz;ITATIAIA DAS THERMAS;;2;;2005-11-03;00;;3999;Associação Privada;1983-07-04;1983;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;AVENIDA ORCALINO SANTOS S/N;AVENIDA;ORCALINO SANTOS;S/N;;CENTRO;75680001;9289;CALDAS NOVAS;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;3 Estrelas;AVENIDA ORCALINO SANTOS, CENTRO, CALDAS NOVAS, GO;-48,6260398219996;-17,7414194869996
00027896000100;Matriz;ASSOCIACAO DE CULTURA FRANCO BRASILEIRA DE BRASILIA;ALLIANCE FRANCAISE;2;;2004-08-28;00;;3999;Associação Privada;1966-09-26;1966;8593700;Ensino de idiomas;85937;Ensino de idiomas;859;Outras atividades de ensino;85;EDUCAÇÃO; SEP SUL EQ 708 907 LOTE A;;SEP SUL EQ 708 907;LOTE A;;ASA SUL;70390079;9701;BRASILIA;;;DF;;;;0061;02427500;;;;;;16;;05;0;;;N;;;1;1;;Educação e pesquisa;Outras formas de educação/ensino;49;;;;;;;;;3 Estrelas;SEPS Q 708/908, ASA SUL, BRASILIA, DF, 70390079;-47,9091458619996;-15,8096927089996
00027896000364;Filial;ASSOCIACAO DE CULTURA FRANCO BRASILEIRA DE BRASILIA;ALLIANCE FRANCAISE;2;;2006-02-22;00;;3999;Associação Privada;2006-02-22;2006;8593700;Ensino de idiomas;85937;Ensino de idiomas;859;Outras atividades de ensino;85;EDUCAÇÃO;QUADRA SHC/SW CLSW 301;QUADRA;SHC/SW CLSW;301;BLOCO A;SUDOESTE;70673102;9701;BRASILIA;;;DF;;;;61;32427500;;;61;32445618;contabil@afbrasilia.org.br;16;;05;0;;;;;;1;1;;Educação e pesquisa;Outras formas de educação/ensino;;;;;;;;;;3 Estrelas;SHCSW SQSW 301, SETOR SUDOESTE, BRASILIA, DF, 70673102;-47,9211813119996;-15,7970104529996
00027896000445;Filial;ASSOCIACAO DE CULTURA FRANCO BRASILEIRA DE BRASILIA;ALLIANCE FRANCAISE;2;;2016-07-21;00;;3999;Associação Privada;2016-07-21;2016;8593700;Ensino de idiomas;85937;Ensino de idiomas;859;Outras atividades de ensino;85;EDUCAÇÃO;AVENIDA DAS ARAUCARIAS 1205;AVENIDA;DAS ARAUCARIAS;1205;SALA  205;SUL (AGUAS CLARAS);71936250;9701;BRASILIA;;;DF;;;;61;32627604;;;;;PORTAL@PORTALCONSULTORIADF.COM.BR;16;;05;0;;;;;;1;1;;Educação e pesquisa;Outras formas de educação/ensino;;;;;;;;;;4 Estrelas;AVENIDA DAS ARAUCÁRIAS LT 1205, BRASILIA, DF, 71940540;-48,0179299819996;-15,8393900299996
00027920000101;Matriz;ECVC-ENCONTRO CRISTAO DE VIVENCIA CONJUGAL;;2;;2005-11-03;00;;3999;Associação Privada;1983-07-29;1983;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA PIRACANJUBA 666;RUA;PIRACANJUBA;666;;CENTRO;75600000;9379;GOIATUBA;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA PIRACANJUBA 666, GOIATUBA, GO, 75600000;-49,3559520049996;-18,0135467429996
00027946000141;Matriz;ESTANCIA THERMAS MORADA DO SOL;;2;;1999-12-18;00;;3999;Associação Privada;1983-08-17;1983;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA OROZIMBO CORREIA NETO 201;RUA;OROZIMBO CORREIA NETO;201;;CENTRO;75680001;9289;CALDAS NOVAS;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;1 Estrela;Caldas Novas, GO;-48,6250249089996;-17,7445186239996
00027995000184;Matriz;CAMARA DE DIRIGENTES LOJISTAS DE GOIATUBA;CDL;2;;2005-08-27;00;;3999;Associação Privada;1983-09-26;1983;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA MAMORE 537;RUA;MAMORE;537;QD.36, LT.7;CENTRO;75600000;9379;GOIATUBA;;;GO;;;;064;4953326;;;064;4953326;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;4;;;;;;;;;4 Estrelas;RUA MAMORE 537, GOIATUBA, GO, 75600000;-49,3599748729996;-18,0119971539996
00028035000139;Matriz;ASSOC COMUNIT LAR INF ANTONIO TEODORO DA COSTA DE EDEIA;;4;;2018-09-04;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1983-10-05;1983;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA JOAQUIM VITAL S/N;RUA;JOAQUIM VITAL;S/N;Q 27 L 11;CENTRO;75940000;9349;EDEIA;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;3 Estrelas;AVENIDA JOAQUIM VITAL, EDEIA, GO;-49,9322082989996;-17,3402888309996
00028100000126;Matriz;ASSOCIACAO ATLETICA ARAGUAIA;;2;;2005-11-18;00;;3999;Associação Privada;1982-04-06;1982;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;RUA FIRMINO F VIEIRA SN;RUA;FIRMINO F VIEIRA;SN;;CENTRO;76710000;9249;ARUANA;;;GO;;;;;;;;;;;10;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;1 Estrela;Aruanã, GO;-51,0754659259997;-14,9170431709996
00028134000110;Matriz;FLAMENGUINHO FUTEBOL CLUBE;;4;;2019-01-25;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1982-05-19;1982;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;RUA DOM CANDIDO PENSO S/N;RUA;DOM CANDIDO PENSO;S/N;;CENTRO;76700000;9477;MOZARLANDIA;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;3 Estrelas;RUA CANDIDO PENSO, MOZARLANDIA, GO;-50,5710700499996;-14,7484645939996
00028142000167;Matriz;CENTRO ESPIRITA DE CARIDADE DE MOSSAMEDES;;4;;2018-09-11;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1982-06-25;1982;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA 16 SN;RUA;16;SN;;CENTRO;76150000;9475;MOSSAMEDES;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA DONA RITA 16, MOSSAMEDES, GO, 76150000;-50,2117915349996;-16,1260198909996
00028175000107;Matriz;PROMOCAO SOCIAL ITABERINA;;2;;2004-12-24;00;;3999;Associação Privada;1982-07-19;1982;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA PIO XII 73;AVENIDA;PIO XII;73;;CENTRO;76630000;9403;ITABERAI;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;1 Estrela;Itaberaí, GO;-49,8064850239996;-16,0209985659996
00028217000100;Matriz;OBRAS SOCIAIS DA DIOCESE DE GOIAS;;2;;2004-12-11;00;;3999;Associação Privada;1983-04-04;1983;8720499;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não especificadas anteriormente;87204;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;872;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;RUA DR JOAQUIM RODRIGUES SN;RUA;DR JOAQUIM RODRIGUES;SN;;CENTRO;76600000;9377;GOIAS;;;GO;;;;62;33711206;;;;;CONTABILIDADEDIOCESEDEGOIAS@GMAIL.COM;16;;05;0;;;N;;;1;1;;Religião;Religião;15;;;;;;;;;3 Estrelas;RUA JOAQUIM RODRIGUES, GOIAS, GO;-50,1416212439996;-15,9360755649996
00028225000156;Matriz;LOJA MACONICA UNIAO ITABERINA N 106;LOJA MACONICA UNIAO ITABERINA;2;;2008-12-31;00;;3999;Associação Privada;1983-06-27;1983;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA 28 SN;RUA;28;SN;;JARDIM CABRAL;76630000;9403;ITABERAI;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA R 28, ITABERAI, GO, 76630000;-49,7931321239996;-16,0102467469996
00028282000135;Matriz;1 IGREJA BATISTA DA CIDADE DE GOIAS;1 IGREJA BATISTA DA CIDADE DE GOIAS;4;;2020-10-22;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1984-05-16;1984;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;PRACA MAJOR LUIZ ALVES 1;PRACA;MAJOR LUIZ ALVES;1;;CENTRO;76600000;9377;GOIAS;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;1 Estrela;Goiás, GO;-50,1404166699996;-15,9337515059996
00028308000145;Matriz;CENTRO ESPIRITA PAZ E AMOR;;2;;2005-09-24;00;;3220;Organização Religiosa;1984-07-05;1984;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA 41 ESQUINA COM RUA 42 1.120;RUA;41 ESQUINA COM RUA 42;1.120;;CENTRO;76680000;9419;ITAPURANGA;;;GO;;;;62;84151641;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;1 Estrela;Itapuranga, GO;-49,9494081039996;-15,5610339039996
00028357000188;Matriz;IGREJA BATISTA DE ITAPURANGA;;2;;2005-11-03;00;;3999;Associação Privada;1984-09-14;1984;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA OLAVO BILAC MARINHO 1380;AVENIDA;OLAVO BILAC MARINHO;1380;;CENTRO;76680000;9419;ITAPURANGA;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;1;;;;;;;;;1 Estrela;Itapuranga, GO;-49,9494081039996;-15,5610339039996
00028456000160;Matriz;GRUPO ESPIRITA CHICO XAVIER;;2;;2006-10-27;00;;3999;Associação Privada;1985-05-08;1985;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA HUGO RAMOS 3;RUA;HUGO RAMOS;3;;CENTRO;76600000;9377;GOIAS;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA HUGO RAMOS 3, GOIAS, GO, 76600000;-50,1415691879996;-15,9336489629996
00028480000107;Matriz;CLUBE DAS DAMAS DA COLMEIA DA FRAT FLOR DA ACACIA;;4;;2019-01-25;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1985-05-29;1985;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA 48 1084;RUA;48;1084;;CENTRO;76680000;9419;ITAPURANGA;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA QUARENTA E OITO 1084, ITAPURANGA, GO, 76680000;-49,9485229629996;-15,5603999819996
00028597000182;Matriz;SOCIEDADE RECREATIVA LAGO DAS CANGAS;;4;;2019-01-25;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1985-09-23;1985;9319101;Produção e promoção de eventos esportivos;93191;Atividades esportivas não especificadas anteriormente;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;FAZENDA LAGO DAS CANGAS S/N;FAZENDA;LAGO DAS CANGAS;S/N;MARGEM RIO ARAGUAIA;ZONA RURAL;76710000;9249;ARUANA;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;3 Estrelas;AVENIDA LAGO DAS CANGAS, MANSOES VALE ARAGUAIA, ARUANA, GO;-51,0784468689996;-14,9168624159996
00028621000183;Matriz;CASA DE CORA CORALINA;;2;;2005-10-22;00;;3999;Associação Privada;1985-11-07;1985;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA DOM CANDIDO 20;RUA;DOM CANDIDO;20;;CARMO;76600000;9377;GOIAS;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;7;;;;;;;;;4 Estrelas;RUA DOM CANDIDO 20, GOIAS, GO, 76600000;-50,1400201759996;-15,9325531469996
00028662000170;Matriz;IGREJA ASSEMBLEIA DE DEUS MINISTERIO JUSSARENSE;ASSEMBLEIA DE DEUS DE JUSSARA;2;;2005-11-03;00;;3999;Associação Privada;1985-12-10;1985;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA CACULE SN;AVENIDA;CACULE;SN;;SETOR CENTRAL;76270000;9439;JUSSARA;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;3 Estrelas;RUA CACULE, JUSSARA, GO;-50,8679796239996;-15,8735434319996
00031211000191;Matriz;ASSOCIACAO COMERCIAL DO DISTRITO FEDERAL;;2;;2005-08-27;00;;3999;Associação Privada;1966-10-10;1966;9411100;Atividades de organizações associativas patronais e empresariais;94111;Atividades de organizações associativas patronais e empresariais;941;Atividades de organizações associativas patronais, empresariais e profissionais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;SETOR SCS QUADRA 02 BLOCO B SALAS 125 A 135 20;SETOR;SCS QUADRA 02 BLOCO B SALAS 125 A 135;20;EDIF  PALACIO DO COMERCIO;ASA SUL;70318900;9701;BRASILIA;;;DF;;;;61;34476079;;;;;;16;;05;0;;;N;;;1;1;;Associações patronais e profissionais;Associações empresariais e patronais;6;;;;;;;;;3 Estrelas;SHCS, ASA SUL, BRASILIA, DF;-47,9294807679996;-15,8299180759996
00033702000171;Matriz;CONSAB CONSELHO DAS SOCIEDADES AMIGOS DE BAIRRO;;4;;2019-01-08;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-12-14;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA DOS PINTASSILGOS 210;RUA;DOS PINTASSILGOS;210;;ESTANCIA PORTO VELHO;12323100;6589;JACAREI;;;SP;;;;12;39523369;12;39625997;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;ESTRADA DOS PINTASILGOS 210, ESTÂNCIA PORTO VELHO, JACAREI, SP, 12323100;-45,9841364389996;-23,3259923809996
00033715000140;Matriz;ASSOCIACAO NOSSA CASA DE ACOLHIDA;;2;;2005-11-03;00;;3999;Associação Privada;1994-11-22;1994;8800600;Serviços de assistência social sem alojamento;88006;Serviços de assistência social sem alojamento;880;Serviços de assistência social sem alojamento;88;SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO;AVENIDA RUI BARBOSA 124;AVENIDA;RUI BARBOSA;124;;JARDIM BELA VISTA;12209000;7099;SAO JOSE DOS CAMPOS;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Assistência social;Assistência social;9;;;;;;;;;4 Estrelas;AVENIDA RUI BARBOSA 124, JARDIM BELA VISTA, SAO JOSE DOS CAMPOS, SP, 12209000;-45,8880851479996;-23,1793865729996
00033717000130;Matriz;SOCIEDADE AMIGOS DO BAIRRO RESIDENCIAL GALO BRANCO;;4;;2018-12-21;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-11-25;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA CHICO BUQUIRA 876;RUA;CHICO BUQUIRA;876;;RESID GALO BRANCO;12247550;7099;SAO JOSE DOS CAMPOS;;;SP;;;;012;97633382;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA CHICO BUQUIRA 876, CONJUNTO RESIDENCIAL GALO BRANCO, SAO JOSE DOS CAMPOS, SP, 12247550;-45,7750785199996;-23,1350645059996
00033741000179;Matriz;TENDA DE UMBANDA SENZALA DOS PRETOS VELHOS;;2;;2005-11-03;00;;3999;Associação Privada;1994-12-09;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA ANA ELISABETE MARTINELLI GODINHO 500;RUA;ANA ELISABETE MARTINELLI GODINHO;500;CASA  07;JARDIM TORRAO DE OURO;12229003;7099;SAO JOSE DOS CAMPOS;;;SP;;;;12;88694111;;;;;FRANCISCOMOTTAAIKYSEBO@GMAIL.COM;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;2 Estrelas;SAO JOSE DOS CAMPOS, SP, 1222900;-45,8654907169996;-23,2691384489996
00033750000160;Matriz;IGREJA NACIONAL DO SENHOR JESUS CRISTO;INSEJEC;2;;2005-08-27;00;;3220;Organização Religiosa;1994-12-26;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA 4A CHACARA 191/1A SN;RUA;4A CHACARA 191/1A;SN;LOTE  1;SETOR HABITACIONAL VICENTE PIRES;72006226;9701;BRASILIA;;;DF;;;;61;33976357;;;;;ROGER.BAUAB@GMAIL.COM;16;;05;0;;;N;;;1;1;;Religião;Religião;1;;;;;;;;;3 Estrelas;Q 4, BRASILIA, DF;-47,8051315699996;-15,6558832269996
00033750000240;Filial;IGREJA NACIONAL DO SENHOR JESUS CRISTO;IGREJA NACIONAL DO SENHOR JESUS CRISTO PALAVRA DA FE;2;;2005-08-27;00;;3220;Organização Religiosa;1995-02-14;1995;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA MARQUES DE SAO VICENTE 576;AVENIDA;MARQUES DE SAO VICENTE;576;ANDAR TERREO;BARRA FUNDA;01139000;7107;SAO PAULO;;;SP;;;;11;38796868;;;;;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;AVENIDA MARQUES DE SAO VICENTE 576, VÁRZEA DA BARRA FUNDA, SAO PAULO, SP, 01139002;-46,6649392459996;-23,5216998659996
00033750000755;Filial;IGREJA NACIONAL DO SENHOR JESUS CRISTO;IGREJA NACIONAL DO SENHOR JESUS CRISTO PALAVRA DA FE;3;;2005-11-23;17;BAIXA INICIADA E AINDA NÃO DEFERIDA;3220;Organização Religiosa;1995-02-14;1995;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA DESEMBARGADOR EDESIO FERNANDES 100;RUA;DESEMBARGADOR EDESIO FERNANDES;100;;SANTA LUCIA;30494450;4123;BELO HORIZONTE;;;MG;;;;11;38796868;;;;;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA DESEMBARGADOR EDESIO FERNANDES 100, ESTORIL, BELO HORIZONTE, MG, 30494450;-43,9559735649996;-19,9698752909996
